:START_ID,:END_ID,:TYPE
2054578,n2p11,风险等级编号
n2p11,2054578,产品
2054578,n2p12,风险等级
n2p12,2054578,产品
2054578,n483p13,募集起始日期
n483p13,2054578,产品
2054578,n483p13,募集结束日期
n483p13,2054578,产品
2054578,n46p13,产品起始日期
n46p13,2054578,产品
2054578,n348p16,产品终止日期
n348p16,2054578,产品
2054578,n420p17,产品状态
n420p17,2054578,产品
2054578,n168p18,实际天数（天）
n168p18,2054578,产品
2054578,n2p19,收益类型
n2p19,2054578,产品
2054578,n50p20,产品销售区域
n50p20,2054578,产品
2054578,n82p21,机构类别
n82p21,2054578,产品
2054578,n360p22,认购价格
n360p22,2054578,产品
2053161,n756p0,登记编码
n756p0,2053161,产品
2053161,n9p3,期限类型
n9p3,2053161,产品
2053161,n0p4,业绩比较基准
n0p4,2053161,产品
2053161,n213p5,发行机构
n213p5,2053161,产品
2053161,n213p6,发行机构代码
n213p6,2053161,产品
2053161,n0p7,募集方式
n0p7,2053161,产品
2053161,n9p8,运作模式
n9p8,2053161,产品
2053161,n0p9,投资性质
n0p9,2053161,产品
2053161,n0p10,募集币种
n0p10,2053161,产品
2053161,n2p11,风险等级编号
n2p11,2053161,产品
2053161,n2p12,风险等级
n2p12,2053161,产品
2053161,n483p13,募集起始日期
n483p13,2053161,产品
2053161,n483p13,募集结束日期
n483p13,2053161,产品
2053161,n63p13,产品起始日期
n63p13,2053161,产品
2053161,n522p16,产品终止日期
n522p16,2053161,产品
2053161,n420p17,产品状态
n420p17,2053161,产品
2053161,n522p18,实际天数（天）
n522p18,2053161,产品
2053161,n2p19,收益类型
n2p19,2053161,产品
2053161,n213p20,产品销售区域
n213p20,2053161,产品
2053161,n126p21,机构类别
n126p21,2053161,产品
2053161,n7p22,认购价格
n7p22,2053161,产品
2052018,n757p0,登记编码
n757p0,2052018,产品
2052018,n9p3,期限类型
n9p3,2052018,产品
2052018,n0p4,业绩比较基准
n0p4,2052018,产品
2052018,n757p5,发行机构
n757p5,2052018,产品
2052018,n757p6,发行机构代码
n757p6,2052018,产品
2052018,n0p7,募集方式
n0p7,2052018,产品
2052018,n0p8,运作模式
n0p8,2052018,产品
2052018,n0p9,投资性质
n0p9,2052018,产品
2052018,n0p10,募集币种
n0p10,2052018,产品
2052018,n2p11,风险等级编号
n2p11,2052018,产品
2052018,n2p12,风险等级
n2p12,2052018,产品
2052018,n483p13,募集起始日期
n483p13,2052018,产品
2052018,n483p13,募集结束日期
n483p13,2052018,产品
2052018,n78p13,产品起始日期
n78p13,2052018,产品
2052018,n74p16,产品终止日期
n74p16,2052018,产品
2052018,n420p17,产品状态
n420p17,2052018,产品
2052018,n302p18,实际天数（天）
n302p18,2052018,产品
2052018,n2p19,收益类型
n2p19,2052018,产品
2052018,n107p20,产品销售区域
n107p20,2052018,产品
2052018,n2p21,机构类别
n2p21,2052018,产品
2052018,n0p22,认购价格
n0p22,2052018,产品
2052017,n758p0,登记编码
n758p0,2052017,产品
2052017,n9p3,期限类型
n9p3,2052017,产品
2052017,n0p4,业绩比较基准
n0p4,2052017,产品
2052017,n757p5,发行机构
n757p5,2052017,产品
2052017,n757p6,发行机构代码
n757p6,2052017,产品
2052017,n0p7,募集方式
n0p7,2052017,产品
2052017,n0p8,运作模式
n0p8,2052017,产品
2052017,n0p9,投资性质
n0p9,2052017,产品
2052017,n0p10,募集币种
n0p10,2052017,产品
2052017,n2p11,风险等级编号
n2p11,2052017,产品
2052017,n2p12,风险等级
n2p12,2052017,产品
2052017,n483p13,募集起始日期
n483p13,2052017,产品
2052017,n483p13,募集结束日期
n483p13,2052017,产品
2052017,n78p13,产品起始日期
n78p13,2052017,产品
2052017,n48p16,产品终止日期
n48p16,2052017,产品
2052017,n420p17,产品状态
n420p17,2052017,产品
2052017,n108p18,实际天数（天）
n108p18,2052017,产品
2052017,n2p19,收益类型
n2p19,2052017,产品
2052017,n107p20,产品销售区域
n107p20,2052017,产品
2052017,n2p21,机构类别
n2p21,2052017,产品
2052017,n0p22,认购价格
n0p22,2052017,产品
2051329,n759p0,登记编码
n759p0,2051329,产品
2051329,n13p3,期限类型
n13p3,2051329,产品
2051329,n0p11,业绩比较基准
n0p11,2051329,产品
2051329,n484p5,发行机构
n484p5,2051329,产品
2051329,n484p6,发行机构代码
n484p6,2051329,产品
2051329,n0p7,募集方式
n0p7,2051329,产品
2051329,n9p8,运作模式
n9p8,2051329,产品
2051329,n0p9,投资性质
n0p9,2051329,产品
2051329,n0p10,募集币种
n0p10,2051329,产品
2051329,n2p11,风险等级编号
n2p11,2051329,产品
2051329,n2p12,风险等级
n2p12,2051329,产品
2051329,n483p13,募集起始日期
n483p13,2051329,产品
2051329,n483p13,募集结束日期
n483p13,2051329,产品
2051329,n78p13,产品起始日期
n78p13,2051329,产品
2051329,n126p16,产品终止日期
n126p16,2051329,产品
2051329,n420p17,产品状态
n420p17,2051329,产品
2051329,n105p18,实际天数（天）
n105p18,2051329,产品
2051329,n2p19,收益类型
n2p19,2051329,产品
2051329,n484p20,产品销售区域
n484p20,2051329,产品
2051329,n2p21,机构类别
n2p21,2051329,产品
2051329,n7p22,认购价格
n7p22,2051329,产品
2051296,n760p0,登记编码
n760p0,2051296,产品
2051296,n13p3,期限类型
n13p3,2051296,产品
2051296,n0p11,业绩比较基准
n0p11,2051296,产品
2051296,n484p5,发行机构
n484p5,2051296,产品
2051296,n484p6,发行机构代码
n484p6,2051296,产品
2051296,n0p7,募集方式
n0p7,2051296,产品
2051296,n9p8,运作模式
n9p8,2051296,产品
2051296,n0p9,投资性质
n0p9,2051296,产品
2051296,n0p10,募集币种
n0p10,2051296,产品
2051296,n2p11,风险等级编号
n2p11,2051296,产品
2051296,n2p12,风险等级
n2p12,2051296,产品
2051296,n483p13,募集起始日期
n483p13,2051296,产品
2051296,n483p13,募集结束日期
n483p13,2051296,产品
2051296,n78p13,产品起始日期
n78p13,2051296,产品
2051296,n21p16,产品终止日期
n21p16,2051296,产品
2051296,n420p17,产品状态
n420p17,2051296,产品
2051296,n50p18,实际天数（天）
n50p18,2051296,产品
2051296,n2p19,收益类型
n2p19,2051296,产品
2051296,n484p20,产品销售区域
n484p20,2051296,产品
2051296,n2p21,机构类别
n2p21,2051296,产品
2051296,n7p22,认购价格
n7p22,2051296,产品
2049911,n761p0,登记编码
n761p0,2049911,产品
2049911,n0p3,期限类型
n0p3,2049911,产品
2049911,n0p4,业绩比较基准
n0p4,2049911,产品
2049911,n761p5,发行机构
n761p5,2049911,产品
2049911,n761p6,发行机构代码
n761p6,2049911,产品
2049911,n0p7,募集方式
n0p7,2049911,产品
2049911,n0p8,运作模式
n0p8,2049911,产品
2049911,n0p9,投资性质
n0p9,2049911,产品
2049911,n0p10,募集币种
n0p10,2049911,产品
2049911,n0p11,风险等级编号
n0p11,2049911,产品
2049911,n0p12,风险等级
n0p12,2049911,产品
2049911,n483p13,募集起始日期
n483p13,2049911,产品
2049911,n483p13,募集结束日期
n483p13,2049911,产品
2049911,n42p13,产品起始日期
n42p13,2049911,产品
2049911,n326p16,产品终止日期
n326p16,2049911,产品
2049911,n420p17,产品状态
n420p17,2049911,产品
2049911,n29p18,实际天数（天）
n29p18,2049911,产品
2049911,n446p19,收益类型
n446p19,2049911,产品
2049911,n0p20,产品销售区域
n0p20,2049911,产品
2049911,n0p21,机构类别
n0p21,2049911,产品
2049911,n0p22,认购价格
n0p22,2049911,产品
2049541,n762p0,登记编码
n762p0,2049541,产品
2049541,n9p3,期限类型
n9p3,2049541,产品
2049541,n0p4,业绩比较基准
n0p4,2049541,产品
2049541,n195p5,发行机构
n195p5,2049541,产品
2049541,n195p6,发行机构代码
n195p6,2049541,产品
2049541,n2p7,募集方式
n2p7,2049541,产品
2049541,n0p8,运作模式
n0p8,2049541,产品
2049541,n28p9,投资性质
n28p9,2049541,产品
2049541,n0p10,募集币种
n0p10,2049541,产品
2049541,n2p11,风险等级编号
n2p11,2049541,产品
2049541,n2p12,风险等级
n2p12,2049541,产品
2049541,n483p13,募集起始日期
n483p13,2049541,产品
2049541,n483p13,募集结束日期
n483p13,2049541,产品
2049541,n95p13,产品起始日期
n95p13,2049541,产品
2049541,n427p16,产品终止日期
n427p16,2049541,产品
2049541,n420p17,产品状态
n420p17,2049541,产品
2049541,n45p18,实际天数（天）
n45p18,2049541,产品
2049541,n2p19,收益类型
n2p19,2049541,产品
2049541,n195p20,产品销售区域
n195p20,2049541,产品
2049541,n126p21,机构类别
n126p21,2049541,产品
2049541,n126p22,认购价格
n126p22,2049541,产品
2047858,n763p0,登记编码
n763p0,2047858,产品
2047858,n9p3,期限类型
n9p3,2047858,产品
2047858,n0p4,业绩比较基准
n0p4,2047858,产品
2047858,n763p5,发行机构
n763p5,2047858,产品
2047858,n763p6,发行机构代码
n763p6,2047858,产品
2047858,n0p7,募集方式
n0p7,2047858,产品
2047858,n0p8,运作模式
n0p8,2047858,产品
2047858,n0p9,投资性质
n0p9,2047858,产品
2047858,n0p10,募集币种
n0p10,2047858,产品
2047858,n0p11,风险等级编号
n0p11,2047858,产品
2047858,n0p12,风险等级
n0p12,2047858,产品
2047858,n483p13,募集起始日期
n483p13,2047858,产品
2047858,n483p13,募集结束日期
n483p13,2047858,产品
2047858,n63p13,产品起始日期
n63p13,2047858,产品
2047858,n9p16,产品终止日期
n9p16,2047858,产品
2047858,n420p17,产品状态
n420p17,2047858,产品
2047858,n138p18,实际天数（天）
n138p18,2047858,产品
2047858,n0p19,收益类型
n0p19,2047858,产品
2047858,n83p20,产品销售区域
n83p20,2047858,产品
2047858,n2p21,机构类别
n2p21,2047858,产品
2047858,n7p22,认购价格
n7p22,2047858,产品
2047573,n764p0,登记编码
n764p0,2047573,产品
2047573,n13p3,期限类型
n13p3,2047573,产品
2047573,n0p11,业绩比较基准
n0p11,2047573,产品
2047573,n123p5,发行机构
n123p5,2047573,产品
2047573,n123p6,发行机构代码
n123p6,2047573,产品
2047573,n0p7,募集方式
n0p7,2047573,产品
2047573,n0p8,运作模式
n0p8,2047573,产品
2047573,n28p9,投资性质
n28p9,2047573,产品
2047573,n0p10,募集币种
n0p10,2047573,产品
2047573,n2p11,风险等级编号
n2p11,2047573,产品
2047573,n2p12,风险等级
n2p12,2047573,产品
2047573,n483p13,募集起始日期
n483p13,2047573,产品
2047573,n483p13,募集结束日期
n483p13,2047573,产品
2047573,n63p13,产品起始日期
n63p13,2047573,产品
2047573,n701p16,产品终止日期
n701p16,2047573,产品
2047573,n420p17,产品状态
n420p17,2047573,产品
2047573,n452p18,实际天数（天）
n452p18,2047573,产品
2047573,n2p19,收益类型
n2p19,2047573,产品
2047573,n83p20,产品销售区域
n83p20,2047573,产品
2047573,n50p21,机构类别
n50p21,2047573,产品
2047573,n0p22,认购价格
n0p22,2047573,产品
2044655,n765p0,登记编码
n765p0,2044655,产品
2044655,n9p3,期限类型
n9p3,2044655,产品
2044655,n0p4,业绩比较基准
n0p4,2044655,产品
2044655,n765p5,发行机构
n765p5,2044655,产品
2044655,n765p6,发行机构代码
n765p6,2044655,产品
2044655,n0p7,募集方式
n0p7,2044655,产品
2044655,n0p8,运作模式
n0p8,2044655,产品
2044655,n0p9,投资性质
n0p9,2044655,产品
2044655,n0p10,募集币种
n0p10,2044655,产品
2044655,n2p11,风险等级编号
n2p11,2044655,产品
2044655,n2p12,风险等级
n2p12,2044655,产品
2044655,n483p13,募集起始日期
n483p13,2044655,产品
2044655,n483p13,募集结束日期
n483p13,2044655,产品
2044655,n63p13,产品起始日期
n63p13,2044655,产品
2044655,n10p16,产品终止日期
n10p16,2044655,产品
2044655,n420p17,产品状态
n420p17,2044655,产品
2044655,n27p18,实际天数（天）
n27p18,2044655,产品
2044655,n2p19,收益类型
n2p19,2044655,产品
2044655,n661p20,产品销售区域
n661p20,2044655,产品
2044655,n0p21,机构类别
n0p21,2044655,产品
2044655,n7p22,认购价格
n7p22,2044655,产品
2038490,n766p0,登记编码
n766p0,2038490,产品
2038490,n0p3,期限类型
n0p3,2038490,产品
2038490,n0p4,业绩比较基准
n0p4,2038490,产品
2038490,n213p5,发行机构
n213p5,2038490,产品
2038490,n213p6,发行机构代码
n213p6,2038490,产品
2038490,n2p7,募集方式
n2p7,2038490,产品
2038490,n15p8,运作模式
n15p8,2038490,产品
2038490,n0p9,投资性质
n0p9,2038490,产品
2038490,n0p10,募集币种
n0p10,2038490,产品
2038490,n2p11,风险等级编号
n2p11,2038490,产品
2038490,n2p12,风险等级
n2p12,2038490,产品
2038490,n483p13,募集起始日期
n483p13,2038490,产品
2038490,n483p13,募集结束日期
n483p13,2038490,产品
2038490,n174p13,产品起始日期
n174p13,2038490,产品
2038490,n491p16,产品终止日期
n491p16,2038490,产品
2038490,n420p17,产品状态
n420p17,2038490,产品
2038490,n13p18,实际天数（天）
n13p18,2038490,产品
2038490,n2p19,收益类型
n2p19,2038490,产品
2038490,n213p20,产品销售区域
n213p20,2038490,产品
2038490,n126p21,机构类别
n126p21,2038490,产品
2038490,n126p22,认购价格
n126p22,2038490,产品
2036205,n767p0,登记编码
n767p0,2036205,产品
2036205,n9p3,期限类型
n9p3,2036205,产品
2036205,n0p4,业绩比较基准
n0p4,2036205,产品
2036205,n590p5,发行机构
n590p5,2036205,产品
2036205,n590p6,发行机构代码
n590p6,2036205,产品
2036205,n0p7,募集方式
n0p7,2036205,产品
2036205,n0p8,运作模式
n0p8,2036205,产品
2036205,n0p9,投资性质
n0p9,2036205,产品
2036205,n0p10,募集币种
n0p10,2036205,产品
2036205,n2p11,风险等级编号
n2p11,2036205,产品
2036205,n2p12,风险等级
n2p12,2036205,产品
2036205,n483p13,募集起始日期
n483p13,2036205,产品
2036205,n483p13,募集结束日期
n483p13,2036205,产品
2036205,n63p13,产品起始日期
n63p13,2036205,产品
2036205,n31p16,产品终止日期
n31p16,2036205,产品
2036205,n420p17,产品状态
n420p17,2036205,产品
2036205,n699p18,实际天数（天）
n699p18,2036205,产品
2036205,n2p19,收益类型
n2p19,2036205,产品
2036205,n50p20,产品销售区域
n50p20,2036205,产品
2036205,n0p21,机构类别
n0p21,2036205,产品
2036205,n7p22,认购价格
n7p22,2036205,产品
2035780,n768p0,登记编码
n768p0,2035780,产品
2035780,n0p3,期限类型
n0p3,2035780,产品
2035780,n0p11,业绩比较基准
n0p11,2035780,产品
2035780,n208p5,发行机构
n208p5,2035780,产品
2035780,n208p6,发行机构代码
n208p6,2035780,产品
2035780,n0p7,募集方式
n0p7,2035780,产品
2035780,n9p8,运作模式
n9p8,2035780,产品
2035780,n28p9,投资性质
n28p9,2035780,产品
2035780,n0p10,募集币种
n0p10,2035780,产品
2035780,n2p11,风险等级编号
n2p11,2035780,产品
2035780,n2p12,风险等级
n2p12,2035780,产品
2035780,n483p13,募集起始日期
n483p13,2035780,产品
2035780,n483p13,募集结束日期
n483p13,2035780,产品
2035780,n63p13,产品起始日期
n63p13,2035780,产品
2035780,n316p16,产品终止日期
n316p16,2035780,产品
2035780,n420p17,产品状态
n420p17,2035780,产品
2035780,n0p18,实际天数（天）
n0p18,2035780,产品
2035780,n2p19,收益类型
n2p19,2035780,产品
2035780,n50p20,产品销售区域
n50p20,2035780,产品
2035780,n126p21,机构类别
n126p21,2035780,产品
2035780,n7p22,认购价格
n7p22,2035780,产品
2019151,n769p0,登记编码
n769p0,2019151,产品
2019151,n42p3,期限类型
n42p3,2019151,产品
2019151,n0p4,业绩比较基准
n0p4,2019151,产品
2019151,n750p5,发行机构
n750p5,2019151,产品
2019151,n750p6,发行机构代码
n750p6,2019151,产品
2019151,n0p7,募集方式
n0p7,2019151,产品
2019151,n9p8,运作模式
n9p8,2019151,产品
2019151,n0p9,投资性质
n0p9,2019151,产品
2019151,n0p10,募集币种
n0p10,2019151,产品
2019151,n2p11,风险等级编号
n2p11,2019151,产品
2019151,n2p12,风险等级
n2p12,2019151,产品
2019151,n483p13,募集起始日期
n483p13,2019151,产品
2019151,n483p13,募集结束日期
n483p13,2019151,产品
2019151,n95p13,产品起始日期
n95p13,2019151,产品
2019151,n56p16,产品终止日期
n56p16,2019151,产品
2019151,n420p17,产品状态
n420p17,2019151,产品
2019151,n64p18,实际天数（天）
n64p18,2019151,产品
2019151,n2p19,收益类型
n2p19,2019151,产品
2019151,n750p20,产品销售区域
n750p20,2019151,产品
2019151,n0p21,机构类别
n0p21,2019151,产品
2019151,n7p22,认购价格
n7p22,2019151,产品
1892164,n770p0,登记编码
n770p0,1892164,产品
1892164,n9p3,期限类型
n9p3,1892164,产品
1892164,n0p4,业绩比较基准
n0p4,1892164,产品
1892164,n125p5,发行机构
n125p5,1892164,产品
1892164,n125p6,发行机构代码
n125p6,1892164,产品
1892164,n0p8,运作模式
n0p8,1892164,产品
1892164,n770p8,产品类别代码
n770p8,1892164,产品
1892164,n0p10,募集币种
n0p10,1892164,产品
1892164,n2p11,风险等级编号
n2p11,1892164,产品
1892164,n2p12,风险等级
n2p12,1892164,产品
1892164,n483p13,募集起始日期
n483p13,1892164,产品
1892164,n483p13,募集结束日期
n483p13,1892164,产品
1892164,n95p13,产品起始日期
n95p13,1892164,产品
1892164,n146p16,产品终止日期
n146p16,1892164,产品
1892164,n420p17,产品状态
n420p17,1892164,产品
1892164,n28p18,实际天数（天）
n28p18,1892164,产品
1892164,n2p19,收益类型
n2p19,1892164,产品
1892164,n770p19,投资资产类型
n770p19,1892164,产品
1892164,n770p20,预期最高收益率(%)
n770p20,1892164,产品
1892164,n770p20,预期最低收益率(%)
n770p20,1892164,产品
1892164,n125p20,产品销售区域
n125p20,1892164,产品
1892164,n2p21,机构类别
n2p21,1892164,产品
1892164,n0p22,认购价格
n0p22,1892164,产品
1892164,n770p25,产品类别
n770p25,1892164,产品
1892163,n771p0,登记编码
n771p0,1892163,产品
1892163,n9p3,期限类型
n9p3,1892163,产品
1892163,n0p4,业绩比较基准
n0p4,1892163,产品
1892163,n125p5,发行机构
n125p5,1892163,产品
1892163,n125p6,发行机构代码
n125p6,1892163,产品
1892163,n0p8,运作模式
n0p8,1892163,产品
1892163,n770p8,产品类别代码
n770p8,1892163,产品
1892163,n0p10,募集币种
n0p10,1892163,产品
1892163,n2p11,风险等级编号
n2p11,1892163,产品
1892163,n2p12,风险等级
n2p12,1892163,产品
1892163,n483p13,募集起始日期
n483p13,1892163,产品
1892163,n483p13,募集结束日期
n483p13,1892163,产品
1892163,n95p13,产品起始日期
n95p13,1892163,产品
1892163,n16p16,产品终止日期
n16p16,1892163,产品
1892163,n420p17,产品状态
n420p17,1892163,产品
1892163,n55p18,实际天数（天）
n55p18,1892163,产品
1892163,n2p19,收益类型
n2p19,1892163,产品
1892163,n770p19,投资资产类型
n770p19,1892163,产品
1892163,n771p20,预期最高收益率(%)
n771p20,1892163,产品
1892163,n771p20,预期最低收益率(%)
n771p20,1892163,产品
1892163,n125p20,产品销售区域
n125p20,1892163,产品
1892163,n2p21,机构类别
n2p21,1892163,产品
1892163,n0p22,认购价格
n0p22,1892163,产品
1892163,n770p25,产品类别
n770p25,1892163,产品
1892162,n772p0,登记编码
n772p0,1892162,产品
1892162,n9p3,期限类型
n9p3,1892162,产品
1892162,n0p4,业绩比较基准
n0p4,1892162,产品
1892162,n125p5,发行机构
n125p5,1892162,产品
1892162,n125p6,发行机构代码
n125p6,1892162,产品
1892162,n0p8,运作模式
n0p8,1892162,产品
1892162,n770p8,产品类别代码
n770p8,1892162,产品
1892162,n0p10,募集币种
n0p10,1892162,产品
1892162,n2p11,风险等级编号
n2p11,1892162,产品
1892162,n2p12,风险等级
n2p12,1892162,产品
1892162,n483p13,募集起始日期
n483p13,1892162,产品
1892162,n483p13,募集结束日期
n483p13,1892162,产品
1892162,n95p13,产品起始日期
n95p13,1892162,产品
1892162,n16p16,产品终止日期
n16p16,1892162,产品
1892162,n420p17,产品状态
n420p17,1892162,产品
1892162,n55p18,实际天数（天）
n55p18,1892162,产品
1892162,n2p19,收益类型
n2p19,1892162,产品
1892162,n770p19,投资资产类型
n770p19,1892162,产品
1892162,n772p20,预期最高收益率(%)
n772p20,1892162,产品
1892162,n772p20,预期最低收益率(%)
n772p20,1892162,产品
1892162,n125p20,产品销售区域
n125p20,1892162,产品
1892162,n2p21,机构类别
n2p21,1892162,产品
1892162,n0p22,认购价格
n0p22,1892162,产品
1892162,n770p25,产品类别
n770p25,1892162,产品
1892161,n773p0,登记编码
n773p0,1892161,产品
1892161,n0p3,期限类型
n0p3,1892161,产品
1892161,n0p4,业绩比较基准
n0p4,1892161,产品
1892161,n125p5,发行机构
n125p5,1892161,产品
1892161,n125p6,发行机构代码
n125p6,1892161,产品
1892161,n0p8,运作模式
n0p8,1892161,产品
1892161,n770p8,产品类别代码
n770p8,1892161,产品
1892161,n0p10,募集币种
n0p10,1892161,产品
1892161,n2p11,风险等级编号
n2p11,1892161,产品
1892161,n2p12,风险等级
n2p12,1892161,产品
1892161,n483p13,募集起始日期
n483p13,1892161,产品
1892161,n483p13,募集结束日期
n483p13,1892161,产品
1892161,n95p13,产品起始日期
n95p13,1892161,产品
1892161,n316p16,产品终止日期
n316p16,1892161,产品
1892161,n420p17,产品状态
n420p17,1892161,产品
1892161,n11p18,实际天数（天）
n11p18,1892161,产品
1892161,n2p19,收益类型
n2p19,1892161,产品
1892161,n770p19,投资资产类型
n770p19,1892161,产品
1892161,n773p20,预期最高收益率(%)
n773p20,1892161,产品
1892161,n773p20,预期最低收益率(%)
n773p20,1892161,产品
1892161,n125p20,产品销售区域
n125p20,1892161,产品
1892161,n2p21,机构类别
n2p21,1892161,产品
1892161,n0p22,认购价格
n0p22,1892161,产品
1892161,n770p25,产品类别
n770p25,1892161,产品
1892160,n774p0,登记编码
n774p0,1892160,产品
1892160,n0p3,期限类型
n0p3,1892160,产品
1892160,n0p4,业绩比较基准
n0p4,1892160,产品
1892160,n125p5,发行机构
n125p5,1892160,产品
1892160,n125p6,发行机构代码
n125p6,1892160,产品
1892160,n0p8,运作模式
n0p8,1892160,产品
1892160,n770p8,产品类别代码
n770p8,1892160,产品
1892160,n0p10,募集币种
n0p10,1892160,产品
1892160,n2p11,风险等级编号
n2p11,1892160,产品
1892160,n2p12,风险等级
n2p12,1892160,产品
1892160,n483p13,募集起始日期
n483p13,1892160,产品
1892160,n483p13,募集结束日期
n483p13,1892160,产品
1892160,n95p13,产品起始日期
n95p13,1892160,产品
1892160,n200p16,产品终止日期
n200p16,1892160,产品
1892160,n420p17,产品状态
n420p17,1892160,产品
1892160,n326p18,实际天数（天）
n326p18,1892160,产品
1892160,n2p19,收益类型
n2p19,1892160,产品
1892160,n770p19,投资资产类型
n770p19,1892160,产品
1892160,n774p20,预期最高收益率(%)
n774p20,1892160,产品
1892160,n774p20,预期最低收益率(%)
n774p20,1892160,产品
1892160,n125p20,产品销售区域
n125p20,1892160,产品
1892160,n2p21,机构类别
n2p21,1892160,产品
1892160,n0p22,认购价格
n0p22,1892160,产品
1892160,n770p25,产品类别
n770p25,1892160,产品
1892159,n775p0,登记编码
n775p0,1892159,产品
1892159,n0p3,期限类型
n0p3,1892159,产品
1892159,n0p4,业绩比较基准
n0p4,1892159,产品
1892159,n125p5,发行机构
n125p5,1892159,产品
1892159,n125p6,发行机构代码
n125p6,1892159,产品
1892159,n0p8,运作模式
n0p8,1892159,产品
1892159,n770p8,产品类别代码
n770p8,1892159,产品
1892159,n0p10,募集币种
n0p10,1892159,产品
1892159,n2p11,风险等级编号
n2p11,1892159,产品
1892159,n2p12,风险等级
n2p12,1892159,产品
1892159,n483p13,募集起始日期
n483p13,1892159,产品
1892159,n483p13,募集结束日期
n483p13,1892159,产品
1892159,n95p13,产品起始日期
n95p13,1892159,产品
1892159,n404p16,产品终止日期
n404p16,1892159,产品
1892159,n420p17,产品状态
n420p17,1892159,产品
1892159,n207p18,实际天数（天）
n207p18,1892159,产品
1892159,n2p19,收益类型
n2p19,1892159,产品
1892159,n770p19,投资资产类型
n770p19,1892159,产品
1892159,n775p20,预期最高收益率(%)
n775p20,1892159,产品
1892159,n775p20,预期最低收益率(%)
n775p20,1892159,产品
1892159,n125p20,产品销售区域
n125p20,1892159,产品
1892159,n2p21,机构类别
n2p21,1892159,产品
1892159,n0p22,认购价格
n0p22,1892159,产品
1892159,n770p25,产品类别
n770p25,1892159,产品
2083422,n776p0,登记编码
n776p0,2083422,产品
2083422,n42p3,期限类型
n42p3,2083422,产品
2083422,n0p11,业绩比较基准
n0p11,2083422,产品
2083422,n776p5,发行机构
n776p5,2083422,产品
2083422,n776p6,发行机构代码
n776p6,2083422,产品
2083422,n2p7,募集方式
n2p7,2083422,产品
2083422,n9p8,运作模式
n9p8,2083422,产品
2083422,n28p9,投资性质
n28p9,2083422,产品
2083422,n0p10,募集币种
n0p10,2083422,产品
2083422,n173p10,风险等级编号
n173p10,2083422,产品
2083422,n173p11,风险等级
n173p11,2083422,产品
2083422,n776p13,募集起始日期
n776p13,2083422,产品
2083422,n776p13,募集结束日期
n776p13,2083422,产品
2083422,n126p13,产品起始日期
n126p13,2083422,产品
2083422,n776p16,产品终止日期
n776p16,2083422,产品
2083422,n420p17,产品状态
n420p17,2083422,产品
2083422,n650p18,实际天数（天）
n650p18,2083422,产品
2083422,n2p19,收益类型
n2p19,2083422,产品
2083422,n776p20,产品销售区域
n776p20,2083422,产品
2083422,n214p21,机构类别
n214p21,2083422,产品
2083422,n177p22,认购价格
n177p22,2083422,产品
2083338,n777p0,登记编码
n777p0,2083338,产品
2083338,n42p3,期限类型
n42p3,2083338,产品
2083338,n0p4,业绩比较基准
n0p4,2083338,产品
2083338,n177p5,发行机构
n177p5,2083338,产品
2083338,n177p6,发行机构代码
n177p6,2083338,产品
2083338,n2p7,募集方式
n2p7,2083338,产品
2083338,n9p8,运作模式
n9p8,2083338,产品
2083338,n0p9,投资性质
n0p9,2083338,产品
2083338,n0p10,募集币种
n0p10,2083338,产品
2083338,n2p11,风险等级编号
n2p11,2083338,产品
2083338,n2p12,风险等级
n2p12,2083338,产品
2083338,n776p13,募集起始日期
n776p13,2083338,产品
2083338,n776p13,募集结束日期
n776p13,2083338,产品
2083338,n95p13,产品起始日期
n95p13,2083338,产品
2083338,n42p16,产品终止日期
n42p16,2083338,产品
2083338,n420p17,产品状态
n420p17,2083338,产品
2083338,n777p18,实际天数（天）
n777p18,2083338,产品
2083338,n2p19,收益类型
n2p19,2083338,产品
2083338,n177p20,产品销售区域
n177p20,2083338,产品
2083338,n2p21,机构类别
n2p21,2083338,产品
2083338,n136p22,认购价格
n136p22,2083338,产品
2083169,n778p0,登记编码
n778p0,2083169,产品
2083169,n13p3,期限类型
n13p3,2083169,产品
2083169,n0p11,业绩比较基准
n0p11,2083169,产品
2083169,n61p5,发行机构
n61p5,2083169,产品
2083169,n61p6,发行机构代码
n61p6,2083169,产品
2083169,n2p7,募集方式
n2p7,2083169,产品
2083169,n9p8,运作模式
n9p8,2083169,产品
2083169,n0p9,投资性质
n0p9,2083169,产品
2083169,n0p10,募集币种
n0p10,2083169,产品
2083169,n2p11,风险等级编号
n2p11,2083169,产品
2083169,n2p12,风险等级
n2p12,2083169,产品
2083169,n776p13,募集起始日期
n776p13,2083169,产品
2083169,n776p13,募集结束日期
n776p13,2083169,产品
2083169,n95p13,产品起始日期
n95p13,2083169,产品
2083169,n464p16,产品终止日期
n464p16,2083169,产品
2083169,n420p17,产品状态
n420p17,2083169,产品
2083169,n452p18,实际天数（天）
n452p18,2083169,产品
2083169,n2p19,收益类型
n2p19,2083169,产品
2083169,n367p20,产品销售区域
n367p20,2083169,产品
2083169,n2p21,机构类别
n2p21,2083169,产品
2083169,n66p22,认购价格
n66p22,2083169,产品
2082581,n779p0,登记编码
n779p0,2082581,产品
2082581,n42p3,期限类型
n42p3,2082581,产品
2082581,n0p4,业绩比较基准
