property:ID,value,:LABEL
n1008p0,C3166720000150,登记编码
n1008p5,太原市城区农村信用合作联社,发行机构
n1008p6,C31667,发行机构代码
n1009p0,C3166720000149,登记编码
n1010p0,C3166720000146,登记编码
n1011p0,C1085120000099,登记编码
n1011p5,郑州银行股份有限公司,发行机构
n1011p6,C10851,发行机构代码
n1011p20,"河南,北京,天津,河北,山西,内蒙古,辽宁,吉林,黑龙江,上海,江苏,浙江,安徽,福建,江西,山东,湖北,湖南,广东,广西,海南,重庆,四川,贵州,云南,西藏,陕西,甘肃,青海,宁夏,新疆,大连,宁波,厦门,青岛,深圳",产品销售区域
n1012p0,C1085120000098,登记编码
n1013p0,C1085120000096,登记编码
n1014p0,C1085120000094,登记编码
n1015p0,Z7002020000094,登记编码
n1015p5,兴银理财有限责任公司,发行机构
n1015p6,Z70020,发行机构代码
n1015p13,2020/06/16,募集起始日期
n1015p16,2030/06/28,产品终止日期
n1015p18,3651,实际天数（天）
n1016p0,C1131220000517,登记编码
n1016p13,2020/06/15,募集起始日期
n1017p0,C1074220A000004,登记编码
n1017p5,瑞士银行（中国）有限公司,发行机构
n1017p6,C10742,发行机构代码
n1017p13,2020/06/10,募集起始日期
n1017p18,373,实际天数（天）
n1018p0,C1092020A000040,登记编码
n1018p13,2020/03/02,募集起始日期
n1019p0,C1010420001299,登记编码
n1019p13,2020/02/28,募集起始日期
n1019p22,20000000.0,认购价格
n1020p0,C1010420001219,登记编码
n1020p16,2020/06/05,产品终止日期
n1021p0,C1090419000285,登记编码
n1021p15,2020/08/01,产品起始日期
n1022p0,C1090419000284,登记编码
n1023p0,C1090419000283,登记编码
n1024p0,C1030220A000361,登记编码
n1024p13,2020/02/27,募集起始日期
n1024p16,2022/03/01,产品终止日期
n1024p18,728,实际天数（天）
n1025p0,C1062220000022,登记编码
n1025p15,2020/03/04,产品起始日期
n1025p18,3842,实际天数（天）
n1026p0,C1062220000021,登记编码
n1026p13,2020/02/26,募集起始日期
n1027p0,C1119420000069,登记编码
n1027p5,宁夏黄河农村商业银行股份有限公司,发行机构
n1027p6,C11194,发行机构代码
n1027p13,2020/02/25,募集起始日期
n1027p20,宁夏,产品销售区域
n1028p0,C1031019C000111,登记编码
n1028p8,2.0,产品类别代码
n1028p12,2020/01/01,募集起始日期
n1028p23,机构客户专属,产品类别
n1029p0,C1031019C000088,登记编码
n1029p12,2019/12/01,募集起始日期
n1030p0,C1031019C000116,登记编码
n1030p12,2019/11/07,募集起始日期
n1030p23,金融同业客户专属,产品类别
n1031p0,C1031019C000076,登记编码
n1031p12,2019/08/15,募集起始日期
n1031p15,2099/12/30,产品终止日期
n1031p17,28852,实际天数（天）
n1032p0,C1090418000288,登记编码
n1032p12,2019/03/29,募集起始日期
n1032p15,2020/11/01,产品终止日期
n1032p20,2.8,预期最高收益率(%)
n1033p0,C1031019C000006,登记编码
n1033p12,2019/03/20,募集起始日期
n1034p0,C1030918B000411,登记编码
n1034p12,2018/12/20,募集起始日期
n1034p14,2020/12/20,产品起始日期
n1035p0,C1123020000126,登记编码
n1035p16,2021/04/13,产品终止日期
n1035p18,281,实际天数（天）
n1036p0,C1087820000093,登记编码
n1037p0,C1082020000077,登记编码
n1037p5,朝阳银行股份有限公司,发行机构
n1037p6,C10820,发行机构代码
n1038p0,C1082020000076,登记编码
n1039p0,C1082020000075,登记编码
n1040p0,C1010420004009,登记编码
n1041p0,C1010420004006,登记编码
n1042p0,C1010420003996,登记编码
n1043p0,C1010420003938,登记编码
n1044p0,C1010420003771,登记编码
n1045p0,C1010420003763,登记编码
n1046p0,C1010420003760,登记编码
n1047p0,C1010420003759,登记编码
n1048p0,C1010420003757,登记编码
n1049p0,C1010420003756,登记编码
n1050p0,C1010420003755,登记编码
n1051p0,C1010420003754,登记编码
n1052p0,C1010420003749,登记编码
n1053p0,Z7000720A000107,登记编码
n1053p16,2021/04/15,产品终止日期
n1053p18,289,实际天数（天）
n1054p0,C1010420003739,登记编码
n1054p18,166,实际天数（天）
n1055p0,C1010520006687,登记编码
n1056p0,C1105220000194,登记编码
n1057p0,C1105220000192,登记编码
n1058p0,C1105220000191,登记编码
n1059p0,C1105220000190,登记编码
n1060p0,C1105220000189,登记编码
n1061p0,C3056420000095,登记编码
n1061p5,广东四会农村商业银行股份有限公司,发行机构
n1061p6,C30564,发行机构代码
n1062p0,C1087720000180,登记编码
n1063p0,C1010420003737,登记编码
n1064p0,C1131220000625,登记编码
n1065p0,C1010520006686,登记编码
n1065p16,2021/02/03,产品终止日期
n1065p18,218,实际天数（天）
n1066p0,C1175620000096,登记编码
n1067p0,C1290120000257,登记编码
n1068p0,C1290120000256,登记编码
n1069p0,C1290120000254,登记编码
n1070p0,C1114020000180,登记编码
n1071p0,C1114020000179,登记编码
n1072p0,C1114020000178,登记编码
n1073p0,C1114020000176,登记编码
n1074p0,C1194020000111,登记编码
n1075p0,C1194020000110,登记编码
n1076p0,C1089420000170,登记编码
n1077p0,C1158520000014,登记编码
n1077p5,安徽无为农村商业银行股份有限公司,发行机构
n1077p6,C11585,发行机构代码
n1078p0,C1089420000167,登记编码
n1079p0,C1089420000166,登记编码
n1080p0,C1115620000007,登记编码
n1080p5,江苏张家港农村商业银行股份有限公司,发行机构
n1080p6,C11156,发行机构代码
n1080p18,374,实际天数（天）
n1080p20,"江苏,山东",产品销售区域
n1081p0,C1088520000134,登记编码
n1082p0,C1010520006679,登记编码
n1083p0,C1010520006675,登记编码
n1084p0,C1010520006673,登记编码
n1085p0,C1010520006672,登记编码
n1086p0,C1010520006671,登记编码
n1087p0,C1010520006670,登记编码
n1088p0,C1010520006668,登记编码
n1089p0,C1010520006667,登记编码
n1090p0,C1010520006662,登记编码
n1091p0,C1091320000100,登记编码
n1092p0,C1010520006644,登记编码
n1093p0,C1010520006642,登记编码
n1094p0,C1010520006638,登记编码
n1095p0,C1145620000067,登记编码
n1096p0,C1088320000099,登记编码
n1097p0,C1124620000070,登记编码
n1097p5,浙江德清农村商业银行股份有限公司,发行机构
n1097p6,C11246,发行机构代码
n1098p0,C1304120000075,登记编码
n1099p0,C1194620000344,登记编码
n1100p0,C1194620000339,登记编码
n1101p0,C1194620000337,登记编码
n1102p0,C1092920000070,登记编码
n1102p5,浙江泰隆商业银行股份有限公司,发行机构
n1102p6,C10929,发行机构代码
n1102p20,"上海,江苏,浙江",产品销售区域
n1103p0,C1088020000082,登记编码
n1103p5,石嘴山银行股份有限公司,发行机构
n1103p6,C10880,发行机构代码
n1104p0,C1088020000079,登记编码
n1105p0,C1083820000212,登记编码
n1105p16,2021/03/03,产品终止日期
n1105p18,243,实际天数（天）
n1106p0,C1083820000210,登记编码
n1107p0,C1126720000128,登记编码
n1108p0,C1093120000223,登记编码
n1109p0,C1093120000222,登记编码
n1110p0,C1093120000220,登记编码
n1111p0,C1186120000021,登记编码
n1111p5,安徽歙县农村商业银行股份有限公司,发行机构
n1111p6,C11861,发行机构代码
n1112p0,C1040320000344,登记编码
n1113p0,C1040320000342,登记编码
n1114p0,C1152220000151,登记编码
n1115p0,C1152220000148,登记编码
n1116p0,C1152220000146,登记编码
n1116p18,34,实际天数（天）
n1117p0,C1345320000019,登记编码
n1118p0,C1123120000024,登记编码
n1119p0,C3212520000120,登记编码
n1120p0,C1089720000246,登记编码
n1121p0,C1089720000245,登记编码
n1122p0,C1128720000061,登记编码
n1123p0,C1236220000068,登记编码
n1123p5,新疆天山农村商业银行股份有限公司,发行机构
n1123p6,C12362,发行机构代码
n1123p18,197,实际天数（天）
n1124p0,C1131220000623,登记编码
n1125p0,C1293320000033,登记编码
n1125p5,山西临猗农村商业银行股份有限公司,发行机构
n1125p6,C12933,发行机构代码
n1126p0,C1131220000618,登记编码
n1127p0,C1226920000143,登记编码
n1128p0,C1226920000137,登记编码
n1129p0,C1092020000681,登记编码
n1130p0,C1010520006557,登记编码
n1131p0,C1010220001056,登记编码
n1132p0,C1137620000015,登记编码
n1133p0,Z7001020000175,登记编码
n1134p0,C1010520006458,登记编码
n1134p18,223,实际天数（天）
n1135p0,C1010520006456,登记编码
n1136p0,C1010520006455,登记编码
n1137p0,C1010520006451,登记编码
n1138p0,C1092620000121,登记编码
n1139p0,C1030120001076,登记编码
n1140p0,C1030120001061,登记编码
n1141p0,C1030120000974,登记编码
n1142p0,C1170920000354,登记编码
n1142p16,2040/12/31,产品终止日期
n1142p18,7488,实际天数（天）
n1143p0,C1010520006386,登记编码
n1144p0,C1152520000101,登记编码
n1145p0,C3209220000039,登记编码
n1145p5,浙江泰顺农村商业银行股份有限公司,发行机构
n1145p6,C32092,发行机构代码
n1146p0,C1123520000195,登记编码
n1147p0,C1030420002749,登记编码
n1147p18,357754,实际天数（天）
n1148p0,C1123020000122,登记编码
n1149p0,C1010220000982,登记编码
n1150p0,C1078120000060,登记编码
n1151p0,C1194020000109,登记编码
n1152p0,C1089620000189,登记编码
n1153p0,C1131220000598,登记编码
n1154p0,C1131220000595,登记编码
n1155p0,C1217920000069,登记编码
n1156p0,C1115720000051,登记编码
n1157p0,C3099520000108,登记编码
n1158p0,C1086920000010,登记编码
n1158p5,南京银行股份有限公司,发行机构
n1158p6,C10869,发行机构代码
n1158p16,2022/09/15,产品终止日期
n1158p18,805,实际天数（天）
n1159p0,C1115820000014,登记编码
n1159p20,"江苏,湖北,安徽",产品销售区域
n1160p0,C1091720000121,登记编码
n1161p0,C1154620000018,登记编码
n1161p5,江苏建湖农村商业银行股份有限公司,发行机构
n1161p6,C11546,发行机构代码
n1162p0,C1083020000179,登记编码
n1163p0,C1079020000052,登记编码
n1163p5,攀枝花市商业银行股份有限公司,发行机构
n1163p6,C10790,发行机构代码
n1164p0,C1080320001034,登记编码
n1165p0,C1080320001076,登记编码
n1165p18,114,实际天数（天）
n1166p0,C1010520006214,登记编码
n1167p0,C1088020000073,登记编码
n1168p0,C1030120000942,登记编码
n1169p0,C1133820000037,登记编码
n1169p5,江苏江都农村商业银行股份有限公司,发行机构
n1169p6,C11338,发行机构代码
n1170p0,C1015320000214,登记编码
n1171p0,C1015320000213,登记编码
n1172p0,C1083520000257,登记编码
n1173p0,C1083520000258,登记编码
n1174p0,C1083520000260,登记编码
n1175p0,C1083520000288,登记编码
n1176p0,C1010520006188,登记编码
n1177p0,C1078920000070,登记编码
n1177p5,自贡银行股份有限公司,发行机构
n1177p6,C10789,发行机构代码
n1178p0,C1078920000069,登记编码
n1179p0,C1309220000054,登记编码
n1180p0,C1238120000080,登记编码
n1180p5,阜阳颍淮农村商业银行股份有限公司,发行机构
n1180p6,C12381,发行机构代码
n1181p0,C3147520000103,登记编码
n1182p0,Z7000920000272,登记编码
n1183p0,C1131220000580,登记编码
n1184p0,C1131220000573,登记编码
n1185p0,C1131220000572,登记编码
n1186p0,C1131220000567,登记编码
n1187p0,C1086720000121,登记编码
n1188p0,C1092120000371,登记编码
n1189p0,C1030520000752,登记编码
n1190p0,C1030520000747,登记编码
n1191p0,C1030520000740,登记编码
n1192p0,C1123720000105,登记编码
n1193p0,C1089920000101,登记编码
n1194p0,C1085420000040,登记编码
n1195p0,C1209620000140,登记编码
n1196p0,C1030420002686,登记编码
n1196p16,2021/03/10,产品终止日期
n1196p18,253,实际天数（天）
n1197p0,C1030420002542,登记编码
n1198p0,C1081020000349,登记编码
n1199p0,C1081020000348,登记编码
n1200p0,C1030420002491,登记编码
n1200p16,2021/03/11,产品终止日期
n1201p0,C1030420002490,登记编码
n1202p0,C1010520006043,登记编码
n1203p0,C1080920000678,登记编码
n1204p0,C1125620000123,登记编码
n1205p0,C1125620000131,登记编码
n1206p0,C1010520005999,登记编码
n1207p0,C1010520005998,登记编码
n1208p0,C1093220000169,登记编码
n1209p0,C1093220000168,登记编码
n1210p0,C1088220000857,登记编码
n1211p0,C1088220000855,登记编码
n1212p0,C1088220000853,登记编码
n1213p0,C1088220000810,登记编码
n1214p0,C1088220000806,登记编码
n1215p0,C1083320000101,登记编码
n1216p0,C1010520005955,登记编码
n1217p0,C1010520005954,登记编码
n1217p18,143,实际天数（天）
n1218p0,C1122120000589,登记编码
n1218p16,2023/09/01,产品终止日期
n1218p18,1156,实际天数（天）
n1219p0,C1122120000588,登记编码
n1219p16,2023/02/16,产品终止日期
n1219p18,959,实际天数（天）
n1220p0,C1030120000888,登记编码
n1221p0,C1030120000858,登记编码
n1222p0,C1030120000812,登记编码
n1223p0,C1030120000802,登记编码
n1224p0,C1030120000797,登记编码
n1225p0,C1079520000079,登记编码
n1226p0,C1140420000119,登记编码
n1227p0,C1140220000217,登记编码
n1228p0,C1140220000216,登记编码
n1229p0,C3135420000086,登记编码
n1230p0,C1010320000791,登记编码
n1230p16,2021/02/09,产品终止日期
n1230p18,222,实际天数（天）
n1231p0,C1010320000790,登记编码
n1232p0,C1010320000789,登记编码
n1232p16,2021/03/26,产品终止日期
n1233p0,C1010320000788,登记编码
n1234p0,C1010320000787,登记编码
n1235p0,C1010320000786,登记编码
n1235p16,2021/01/15,产品终止日期
n1236p0,C1010320000784,登记编码
n1237p0,C2708220000161,登记编码
n1238p0,C1010320000782,登记编码
n1238p18,270,实际天数（天）
n1239p0,C2708220000153,登记编码
n1240p0,C3126620000139,登记编码
n1241p0,C3126620000129,登记编码
n1242p0,C3126620000127,登记编码
n1243p0,C1115320000081,登记编码
n1244p0,C1092120000310,登记编码
n1244p18,540,实际天数（天）
n1245p0,C1083220000407,登记编码
n1246p0,C1083220000320,登记编码
n1247p0,Z7001120000050,登记编码
n1247p16,2029/07/03,产品终止日期
n1247p18,3287,实际天数（天）
n1248p0,C1091220000440,登记编码
n1249p0,C1010220000848,登记编码
n1250p0,C1081520000130,登记编码
n1251p0,C1081520000116,登记编码
n1252p0,C1081520000115,登记编码
n1253p0,C1092220000239,登记编码
n1253p16,2032/07/01,产品终止日期
n1253p18,4383,实际天数（天）
n1254p0,C1010520005466,登记编码
n1255p0,C1104420000133,登记编码
n1256p0,C1104420000132,登记编码
n1257p0,C1083020000103,登记编码
n1258p0,C1010520005325,登记编码
n1259p0,C1010520005324,登记编码
n1260p0,C1030420002151,登记编码
n1261p0,C1030420002148,登记编码
n1262p0,C1117720000073,登记编码
n1263p0,Z7000720000223,登记编码
n1263p16,2025/07/03,产品终止日期
n1263p18,1827,实际天数（天）
n1264p0,Z7000720000202,登记编码
n1264p16,2023/07/04,产品终止日期
n1264p18,1097,实际天数（天）
n1265p0,C1030220000168,登记编码
n1266p0,C3132720000102,登记编码
n1267p0,C1030420001824,登记编码
n1268p0,C1010220000642,登记编码
n1269p0,C1088920000107,登记编码
n1270p0,C1088920000106,登记编码
n1271p0,C1088920000086,登记编码
n1272p0,C1178820000227,登记编码
n1273p0,C1182920000007,登记编码
n1274p0,C1031020000065,登记编码
n1274p18,29034,实际天数（天）
n1275p0,C1010520004232,登记编码
n1276p0,C1104420000054,登记编码
n1277p0,C1128720000011,登记编码
n1278p0,C1030920000337,登记编码
n1279p0,C1092220000233,登记编码
n1280p0,C1030920000027,登记编码
n1281p0,C1030920000026,登记编码
n1282p0,C1030419A002282,登记编码
n1282p16,2021/02/02,产品终止日期
n1282p18,217,实际天数（天）
n1283p0,C1082919001065,登记编码
n1283p16,2022/06/08,产品终止日期
n1283p18,708,实际天数（天）
n1284p0,C1082919001020,登记编码
n1284p20,2.6,预期最高收益率(%)
n1285p0,C1082919001019,登记编码
n1285p20,2.4,预期最高收益率(%)
n1286p0,C1082919000740,登记编码
n1286p20,3.9,预期最高收益率(%)
n1287p0,C1082919000739,登记编码
n1288p0,C1010520A000550,登记编码
n1288p16,2020/10/07,产品终止日期
n1289p0,C1040320A000018,登记编码
n1289p22,4000000.0,认购价格
n1290p0,C1040320A000017,登记编码
n1291p0,C1040320A000016,登记编码
n1291p22,5000000.0,认购价格
n1292p0,C1122720A000031,登记编码
n1293p0,C1092020A000100,登记编码
n1294p0,C1309220A000007,登记编码
n1295p0,C1092120A000378,登记编码
n1296p0,C1053120000026,登记编码
n1296p5,花旗银行（中国）有限公司,发行机构
n1296p6,C10531,发行机构代码
n1296p18,1109,实际天数（天）
n1296p20,"北京,天津,上海,江苏,浙江,广东,重庆,四川,贵州,大连,深圳,湖南",产品销售区域
n1297p0,C1010520006612,登记编码
n1298p0,C1092520000285,登记编码
n1299p0,C1092520000283,登记编码
n1299p16,2021/04/14,产品终止日期
n1299p18,287,实际天数（天）
n1300p0,C1092520000281,登记编码
n1301p0,C1092520000279,登记编码
n1302p0,C1092520000276,登记编码
n1303p0,C1248820000022,登记编码
n1303p5,巴彦淖尔河套农村商业银行股份有限公司,发行机构
n1303p6,C12488,发行机构代码
n1303p18,47,实际天数（天）
n1304p0,C1081320000081,登记编码
n1305p0,C1081320000079,登记编码
n1306p0,C1081320000078,登记编码
n1307p0,C1126720000131,登记编码
n1308p0,C1143220000068,登记编码
n1309p0,C1122320000046,登记编码
n1310p0,C1122320000045,登记编码
n1311p0,C1122320000044,登记编码
n1312p0,C1315820000048,登记编码
n1312p18,3653,实际天数（天）
n1313p0,C1124320000043,登记编码
n1313p16,2021/03/23,产品终止日期
n1314p0,C1124320000041,登记编码
n1315p0,C1194620000340,登记编码
n1316p0,C1124020000068,登记编码
n1317p0,C1083820000206,登记编码
n1318p0,C1083820000205,登记编码
n1319p0,C1030820000612,登记编码
n1319p16,2030/06/30,产品终止日期
n1320p0,C3210820000047,登记编码
n1321p0,C1085620000063,登记编码
n1322p0,C1123320000072,登记编码
n1323p0,C2708220000206,登记编码
n1324p0,C1105420000060,登记编码
n1325p0,C1114120000181,登记编码
n1326p0,C1114120000180,登记编码
n1327p0,C1114120000179,登记编码
n1328p0,C1114120000178,登记编码
n1329p0,C1114120000177,登记编码
n1329p18,286,实际天数（天）
n1330p0,C1114120000176,登记编码
n1331p0,C3207820000017,登记编码
n1332p0,C1131220000622,登记编码
n1333p0,C1092020000672,登记编码
n1334p0,C1092020000671,登记编码
n1335p0,C1092020000670,登记编码
n1336p0,C1090920000034,登记编码
n1337p0,C1091120000139,登记编码
n1337p5,西安银行股份有限公司,发行机构
n1337p6,C10911,发行机构代码
n1338p0,C1077220000132,登记编码
n1339p0,C1131220000615,登记编码
n1340p0,C1082120000047,登记编码
n1341p0,Z7001020000172,登记编码
n1341p16,2022/02/10,产品终止日期
n1341p18,588,实际天数（天）
n1342p0,C1031620000004,登记编码
n1342p5,浙商银行股份有限公司,发行机构
n1342p6,C10316,发行机构代码
n1342p18,248,实际天数（天）
n1343p0,C1085520000207,登记编码
n1343p16,2021/12/02,产品终止日期
n1343p18,519,实际天数（天）
n1344p0,C1085520000203,登记编码
n1345p0,C1085520000202,登记编码
n1346p0,C1030620000341,登记编码
n1347p0,C1031520000192,登记编码
n1348p0,C1031520000191,登记编码
n1349p0,C1119420000230,登记编码
n1350p0,C1119420000229,登记编码
n1351p0,C1119420000228,登记编码
n1352p0,C1211220000539,登记编码
n1353p0,C1010520006318,登记编码
n1354p0,C1010520006317,登记编码
n1355p0,C3208420000081,登记编码
n1355p5,宁波镇海农村商业银行股份有限公司,发行机构
n1355p6,C32084,发行机构代码
n1356p0,C3208420000080,登记编码
n1357p0,C1088220000920,登记编码
n1358p0,C1088220000919,登记编码
n1359p0,C3249820000062,登记编码
n1360p0,C1091920000121,登记编码
n1361p0,Z7001620000006,登记编码
n1362p0,C1085520000187,登记编码
n1363p0,C1085520000186,登记编码
n1364p0,C1080520000061,登记编码
n1364p5,贵阳银行股份有限公司,发行机构
n1364p6,C10805,发行机构代码
n1364p18,749,实际天数（天）
n1364p20,"贵州,四川",产品销售区域
n1365p0,C1030620000317,登记编码
n1366p0,C1301820000068,登记编码
n1367p0,C1091720000109,登记编码
n1368p0,C3209020000020,登记编码
n1368p5,浙江平阳农村商业银行股份有限公司,发行机构
n1368p6,C32090,发行机构代码
n1369p0,C1080320001030,登记编码
n1370p0,C1080320001028,登记编码
n1371p0,C1080320001127,登记编码
n1371p16,2021/07/14,产品终止日期
n1371p18,380,实际天数（天）
n1372p0,C1080320001126,登记编码
n1372p16,2023/02/08,产品终止日期
n1372p18,954,实际天数（天）
n1373p0,C1126420000027,登记编码
n1374p0,C1090820000046,登记编码
n1374p5,长治银行股份有限公司,发行机构
n1374p6,C10908,发行机构代码
n1375p0,C1139320000154,登记编码
n1376p0,C1031020000112,登记编码
n1377p0,C1278820000049,登记编码
n1378p0,C1081620000160,登记编码
n1379p0,C1081620000161,登记编码
n1380p0,C1010520006191,登记编码
n1381p0,C1030220000289,登记编码
n1382p0,C1238120000079,登记编码
n1383p0,C1090320000156,登记编码
n1384p0,C1123220000054,登记编码
n1385p0,C1131220000587,登记编码
n1386p0,C1131220000585,登记编码
n1387p0,C1087320000137,登记编码
n1388p0,C1087320000133,登记编码
n1388p18,62,实际天数（天）
n1389p0,C1122820000292,登记编码
n1390p0,C1089920000102,登记编码
n1391p0,C1089920000100,登记编码
n1392p0,Z7000720000450,登记编码
n1392p18,377,实际天数（天）
n1393p0,C1010520006083,登记编码
n1394p0,C1081020000346,登记编码
n1395p0,C1081020000345,登记编码
n1396p0,C1081020000344,登记编码
n1397p0,C1211220A000469,登记编码
n1398p0,C1211220A000449,登记编码
n1399p0,C1211220A000447,登记编码
n1399p18,236,实际天数（天）
n1400p0,C1211220A000446,登记编码
n1401p0,C1211220A000445,登记编码
n1402p0,C1211220000520,登记编码
n1403p0,C1211220000519,登记编码
n1404p0,C1211220000517,登记编码
n1405p0,C1211220000470,登记编码
n1406p0,C1211220000468,登记编码
n1407p0,C1090020000117,登记编码
n1407p16,2023/04/11,产品终止日期
n1407p18,1014,实际天数（天）
n1408p0,C1082720000162,登记编码
n1409p0,C1211220000434,登记编码
n1410p0,C1080920000662,登记编码
n1411p0,C1080920000609,登记编码
n1412p0,C1080920000575,登记编码
n1413p0,C1010520006019,登记编码
n1414p0,C1010520006016,登记编码
n1415p0,C1010520006015,登记编码
n1416p0,C1081920000042,登记编码
n1416p5,铁岭银行股份有限公司,发行机构
n1416p6,C10819,发行机构代码
n1417p0,C1308920000063,登记编码
n1418p0,C1092120000365,登记编码
n1419p0,C1030220A000644,登记编码
